INSPIRE_ID;FORMA_OCHRONY;DOKLADNOSC_POLOZENIA;NAZWA;OBSZAR_AZP;NR_STANOWSIKA_OBSZAR;CHRONOLOGIA;FUNKCJA;WYKAZ_DOKUMENTOW;DATA_WPISU;WOJEWODZTWO;POWIAT;GMINA;MIEJSCOWOSC;LINK
PL.1.9.ZIPOZ.NID_A_02_AR.24757;rejestr zabytków;przybliżony;Wrocław-Żerniki, st. 32;79-27;128;epoka żelaza;osada;29/A z 1970-12-30;1970-12-30;dolnośląskie;Wrocław;Wrocław;Wrocław;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.24757&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.24744;rejestr zabytków;dokładny;Wrocław-Żerniki, st. 33;79-27;129;średniowiecze;ślad osadniczy;33/A z 1970-12-30;1970-12-30;dolnośląskie;Wrocław;Wrocław;Wrocław;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.24744&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.24767;rejestr zabytków;przybliżony;Wrocław-Żerniki, st. 34;79-27;130;epoka żelaza;osada;27/A z 1970-12-30;1970-12-30;dolnośląskie;Wrocław;Wrocław;Wrocław;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.24767&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.24721;rejestr zabytków;dokładny;Wrocław-Żerniki, st. 53;79-27;149;epoka żelaza;osada;2/Arch/2000 z 2000-03-28;2000-03-28;dolnośląskie;Wrocław;Wrocław;Wrocław;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.24721&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.26380;rejestr zabytków;przybliżony;Brzeźnik, st. 1;76-14;;epoka żelaza;osada;370/Arch z 1968-05-13;1968-05-13;dolnośląskie;bolesławiecki;Bolesławiec;Brzeźnik;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.26380&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.26370;rejestr zabytków;przybliżony;Chościszowice, st. 1;76-15;43;epoka brązu ;cmentarzysko;258/Arch z 1966-12-28, 409/Arch z 1968-12-28;1966-12-28;dolnośląskie;bolesławiecki;Bolesławiec;Chościszowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.26370&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.26363;rejestr zabytków;przybliżony;Dąbrowa Bolesławiecka, st. 4;75-15;7;średniowiecze;grodzisko;116/Arch z 1965-04-21;1965-04-21;dolnośląskie;bolesławiecki;Bolesławiec;Dąbrowa Bolesławiecka;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.26363&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.26346;rejestr zabytków;przybliżony;Golnice, st. 1;74-15;4;epoka żelaza;cmentarzysko ciałopalne;369/Arch z 1968-05-13;1968-05-13;dolnośląskie;bolesławiecki;Bolesławiec;Golnice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.26346&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.26365;rejestr zabytków;przybliżony;Krępnica, st. 6;75-14;5;epoka kamienia;osada;261/Arch z 1967-01-14;1967-01-14;dolnośląskie;bolesławiecki;Bolesławiec;Krępnica;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.26365&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.26382;rejestr zabytków;przybliżony;Mierzwin, st. 1;77-14;16;średniowiecze;grodzisko;187/Arch z 1966-03-10;1966-03-10;dolnośląskie;bolesławiecki;Bolesławiec;Mierzwin;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.26382&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.26389;rejestr zabytków;przybliżony;Otok, st. 2;77-14;44;średniowiecze;grodzisko;219/Arch z 1966-05-09;1966-05-09;dolnośląskie;bolesławiecki;Bolesławiec;Otok;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.26389&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.26400;rejestr zabytków;przybliżony;Bolesławiec, st. 1;76-14;1;epoka brązu ;osada;411/Arch z 1968-12-28;1968-12-28;dolnośląskie;bolesławiecki;Bolesławiec (gm. miejska);Bolesławiec;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.26400&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.26397;rejestr zabytków;przybliżony;Bolesławiec, st. 1;76-14;1;średniowiecze;grodzisko;186/Arch z 1966-03-10;1966-03-10;dolnośląskie;bolesławiecki;Bolesławiec (gm. miejska);Bolesławiec;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.26397&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.25023;rejestr zabytków;przybliżony;Piotrowice, Pogorzele, Studzianka, st. 1,2;72-16, 71-16;7,1;średniowiecze;wały;596/Arch/72 z 1972-05-30;1972-05-30;dolnośląskie;bolesławiecki;Gromadka;Pasternik;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.25023&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.26287;rejestr zabytków;przybliżony;Nowogrodziec, st. 1;78-13;5;średniowiecze;osada;987/Arch/81 z 1981-12-10;1981-12-10;dolnośląskie;bolesławiecki;Nowogrodziec - miasto;Nowogrodziec;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.26287&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.26218;rejestr zabytków;przybliżony;Gościszów, st. 1;78-13;1;średniowiecze;osada;983/Arch/81 z 1981-12-10;1981-12-10;dolnośląskie;bolesławiecki;Nowogrodziec - obszar wiejski;Gościszów;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.26218&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.26255;rejestr zabytków;przybliżony;Gościszów, st. 2;78-13;2;średniowiecze;osada;984/Arch/81 z 1981-12-10;1981-12-10;dolnośląskie;bolesławiecki;Nowogrodziec - obszar wiejski;Gościszów;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.26255&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.26232;rejestr zabytków;przybliżony;Gościszów, st. 3;78-13;3;średniowiecze;osada;985/Arch/81 z 1981-12-10;1981-12-10;dolnośląskie;bolesławiecki;Nowogrodziec - obszar wiejski;Gościszów;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.26232&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.26240;rejestr zabytków;przybliżony;Gościszów, st. 4;78-13;4;średniowiecze;osada;986/Arch/81 z 1981-12-10;1981-12-10;dolnośląskie;bolesławiecki;Nowogrodziec - obszar wiejski;Gościszów;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.26240&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.26317;rejestr zabytków;przybliżony;Kierżno, st. 6;76-13;12;epoka brązu ;osada;262/Arch z 1968-09-26;1968-09-26;dolnośląskie;bolesławiecki;Nowogrodziec - obszar wiejski;Kierżno;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.26317&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.26298;rejestr zabytków;przybliżony;Wykroty, st. 2;77-12;3;średniowiecze;grodzisko;231/Arch z 1966-05-25;1966-05-25;dolnośląskie;bolesławiecki;Nowogrodziec - obszar wiejski;Wykroty;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.26298&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.26344;rejestr zabytków;przybliżony;Osieczów, st. 2;75-13;8;średniowiecze;osada;644/Arch/72 z 1972-12-07;1972-12-07;dolnośląskie;bolesławiecki;Osiecznica;Osieczów;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.26344&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.85790;rejestr zabytków;przybliżony;Warta Bolesławiecka, st. 5;77-15;22;średniowiecze;grodzisko;188/Arch z 1966-03-10;1966-03-10;dolnośląskie;bolesławiecki;Warta Bolesławiecka;Warta Bolesławiecka;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.85790&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29062;rejestr zabytków;przybliżony;Dobrocinek, st. 1;87-26;1;średniowiecze;grodzisko;215/Arch z 1966-08-22;1966-08-22;dolnośląskie;dzierżoniowski;Dzierżoniów;Dobrocinek;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29062&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29044;rejestr zabytków;niepewny;Piława Dolna, st. 1;88-25;1;średniowiecze;grodzisko;246/Arch z 1966-12-31;1966-12-31;dolnośląskie;dzierżoniowski;Dzierżoniów;Piława Dolna;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29044&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29176;rejestr zabytków;przybliżony;Niemcza, st. 1;88-26;5;epoka żelaza;grodzisko;118/Arch z 1965-05-20;1965-05-20;dolnośląskie;dzierżoniowski;Niemcza - miasto;Niemcza;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29176&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29191;rejestr zabytków;przybliżony;Niemcza, st. 4;88-26;7;epoka kamienia;osada;580/Arch/71 z 1971-12-03;1971-12-03;dolnośląskie;dzierżoniowski;Niemcza - miasto;Niemcza;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29191&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29189;rejestr zabytków;przybliżony;Niemcza, st. 5;88-26;8;średniowiecze;cmentarzysko szkieletowe;569/Arch/71 z 1971-08-10;1971-08-10;dolnośląskie;dzierżoniowski;Niemcza - miasto;Niemcza;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29189&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29197;rejestr zabytków;przybliżony;Niemcza/ Piotrówek, st. 35;88-27;149;epoka brązu ;osada;636/Arch/72 z 1972-06-25;1972-06-25;dolnośląskie;dzierżoniowski;Niemcza - miasto;Niemcza;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29197&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29204;rejestr zabytków;przybliżony;Gilów, st. 1;88-26;32;średniowiecze;grodzisko;216/Arch z 1966-07-04;1966-07-04;dolnośląskie;dzierżoniowski;Niemcza - obszar wiejski;Gilów;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29204&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29079;rejestr zabytków;dokładny;Ligota Mała, st. 1;89-26;10;epoka brązu ;stanowisko archeologiczne;Arch/685/73 z 1973-11-16;1973-11-16;dolnośląskie;dzierżoniowski;Niemcza - obszar wiejski;Ligota Mała;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29079&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29064;rejestr zabytków;przybliżony;Ligota Mała, st. 2;89-26;11;epoka brązu ;stanowisko archeologiczne;Arch/686/73 z 1973-11-16;1973-11-16;dolnośląskie;dzierżoniowski;Niemcza - obszar wiejski;Ligota Mała;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29064&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29131;rejestr zabytków;przybliżony;Nowa Wieś Niemczańska, st. 1;88-26;26;epoka żelaza;osada;714/Arch/74 z 1974-02-21;1974-02-21;dolnośląskie;dzierżoniowski;Niemcza - obszar wiejski;Nowa Wieś Niemczańska;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29131&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29155;rejestr zabytków;dokładny;Podlesie, st. 20;89-27;215;epoka kamienia;osada;Arch/678/73 z 1973-11-05;1973-11-05;dolnośląskie;dzierżoniowski;Niemcza - obszar wiejski;Podlesie;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29155&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29157;rejestr zabytków;dokładny;Podlesie, st. 4;88-27;170;średniowiecze;osada;Arch/676/73 z 1973-11-05;1973-11-05;dolnośląskie;dzierżoniowski;Niemcza - obszar wiejski;Podlesie;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29157&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29166;rejestr zabytków;dokładny;Podlesie, st. 4;89-27;207;średniowiecze;osada;Arch/679/73 z 1973-11-05;1973-11-05;dolnośląskie;dzierżoniowski;Niemcza - obszar wiejski;Podlesie;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29166&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29114;rejestr zabytków;przybliżony;Przerzeczyn-Zdrój, st. 1;88-26;30;epoka żelaza;osada;Arch/664/73 z 1973-06-25;1973-06-25;dolnośląskie;dzierżoniowski;Niemcza - obszar wiejski;Przerzeczyn-Zdrój;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29114&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29129;rejestr zabytków;przybliżony;Przerzeczyn-Zdrój, st. 2;89-27;206;epoka brązu ;osada;Arch/677/73 z 1973-11-05;1973-11-05;dolnośląskie;dzierżoniowski;Niemcza - obszar wiejski;Przerzeczyn-Zdrój;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29129&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29084;rejestr zabytków;dokładny;Przerzeczyn-Zdrój, st. 3;89-26;1;epoka żelaza;osada;Arch/665/73 z 1973-06-25;1973-06-25;dolnośląskie;dzierżoniowski;Niemcza - obszar wiejski;Przerzeczyn-Zdrój;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29084&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29121;rejestr zabytków;przybliżony;Przerzeczyn-Zdrój, st. 5;89-26;2;epoka brązu ;osada;Arch/663/73 z 1973-06-25;1973-06-25;dolnośląskie;dzierżoniowski;Niemcza - obszar wiejski;Przerzeczyn-Zdrój;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29121&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29124;rejestr zabytków;przybliżony;Przerzeczyn-Zdrój, st. 6;89-26;3;epoka brązu ;osada;Arch/666/73 z 1973-06-25;1973-06-25;dolnośląskie;dzierżoniowski;Niemcza - obszar wiejski;Przerzeczyn-Zdrój;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29124&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29119;rejestr zabytków;przybliżony;Przerzeczyn-Zdrój, st. 7;89-26;4;średniowiecze;grodzisko;245/Arch z 1966-12-22;1966-12-22;dolnośląskie;dzierżoniowski;Niemcza - obszar wiejski;Przerzeczyn-Zdrój;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29119&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29238;rejestr zabytków;dokładny;Wilków Wielki, st. 14;87-27;198;epoka brązu ;osada;Arch/691/73 z 1973-11-10;1973-11-10;dolnośląskie;dzierżoniowski;Niemcza - obszar wiejski;Wilków Wielki;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29238&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29206;rejestr zabytków;dokładny;Wilków Wielki, st. 6;87-27;190;epoka kamienia;osada;Arch/689/73 z 1973-11-17;1973-11-17;dolnośląskie;dzierżoniowski;Niemcza - obszar wiejski;Wilków Wielki;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29206&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29248;rejestr zabytków;dokładny;Wilków Wielki, st. 9;87-27;193;epoka brązu ;osada;Arch/693/73 z 1973-11-10;1973-11-10;dolnośląskie;dzierżoniowski;Niemcza - obszar wiejski;Wilków Wielki;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29248&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29042;rejestr zabytków;przybliżony;Pieszyce, st. 2;88-24;2;średniowiecze;grodzisko;127/Arch z 1965-07-02;1965-07-02;dolnośląskie;dzierżoniowski;Pieszyce - miasto;Pieszyce;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29042&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29057;rejestr zabytków;dokładny;Piława Górna-Kopanica, st. 1;89-26;26;epoka brązu ;stanowisko archeologiczne;Arch/707/73 z 1973-12-08;1973-12-08;dolnośląskie;dzierżoniowski;Piława Górna;Piława Górna;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29057&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29049;rejestr zabytków;dokładny;Piława Górna-Kopanica, st. 2;89-26;27;epoka brązu ;stanowisko archeologiczne;715/Arch/74 z 1974-02-21;1974-02-21;dolnośląskie;dzierżoniowski;Piława Górna;Piława Górna;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29049&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29047;rejestr zabytków;dokładny;Piława Górna-Kopanica, st. 3;89-26;28;epoka brązu ;osada;713/Arch/74 z 1974-02-21;1974-02-21;dolnośląskie;dzierżoniowski;Piława Górna;Piława Górna;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29047&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29256;rejestr zabytków;przybliżony;Jaźwina, st. 6;86-25;6;średniowiecze;grodzisko;247/Arch z 1966-09-22;1966-09-22;dolnośląskie;dzierżoniowski;Łagiewniki;Jaźwina;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29256&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29283;rejestr zabytków;przybliżony;Oleszna, st. 48;86-26;115;epoka kamienia;osada;302/Arch z 1967-11-09;1967-11-09;dolnośląskie;dzierżoniowski;Łagiewniki;Oleszna;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29283&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29281;rejestr zabytków;przybliżony;Przystronie, st. 1;87-26;25;średniowiecze;grodzisko;124/Arch z 1965-06-14;1965-06-14;dolnośląskie;dzierżoniowski;Łagiewniki;Przystronie;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29281&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29292;rejestr zabytków;przybliżony;Radzików, st. 13;86-27;92;epoka żelaza;osada;242/Arch z 1966-08-22;1966-08-22;dolnośląskie;dzierżoniowski;Łagiewniki;Radzików;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29292&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29288;rejestr zabytków;przybliżony;Radzików, st. 14;86-27;93;epoka żelaza;osada;243/Arch z 1966-08-22;1966-08-22;dolnośląskie;dzierżoniowski;Łagiewniki;Radzików;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29288&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29273;rejestr zabytków;przybliżony;Sieniawka, st. 1;87-26;1;średniowiecze;grodzisko;642/Arch/72 z 1972-10-01;1972-10-01;dolnośląskie;dzierżoniowski;Łagiewniki;Sieniawka;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29273&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29454;rejestr zabytków;dokładny;Sienice, st. 1;97-27;13;epoka brązu ;cmentarzysko;Arch/709/73 z 1973-12-08;1973-12-08;dolnośląskie;dzierżoniowski;Łagiewniki;Sienice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29454&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29493;rejestr zabytków;dokładny;Sienice, st. 11;87-27;22;epoka brązu ;stanowisko archeologiczne;Arch/700/73 z 1973-12-08;1973-12-08;dolnośląskie;dzierżoniowski;Łagiewniki;Sienice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29493&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29421;rejestr zabytków;dokładny;Sienice, st. 13;87-27;24;epoka brązu ;osada;Arch/699/73 z 1973-12-08;1973-12-08;dolnośląskie;dzierżoniowski;Łagiewniki;Sienice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29421&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29425;rejestr zabytków;przybliżony;Sienice, st. 14;87-27;25;epoka brązu ;stanowisko archeologiczne;Arch/703/73 z 1973-12-08;1973-12-08;dolnośląskie;dzierżoniowski;Łagiewniki;Sienice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29425&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.58275;rejestr zabytków;przybliżony;Sienice, st. 2;87-27;202;epoka brązu ;stanowisko archeologiczne;Arch/698/73 z 1973-12-08;1973-12-08;dolnośląskie;dzierżoniowski;Łagiewniki;Sienice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.58275&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29397;rejestr zabytków;dokładny;Sienice, st. 3;87-27;14;epoka brązu ;stanowisko archeologiczne;Arch/710/73 z 1973-12-08;1973-12-08;dolnośląskie;dzierżoniowski;Łagiewniki;Sienice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29397&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29236;rejestr zabytków;przybliżony;Sienice, st. 35;87-27;46;epoka brązu ;osada;Arch/692/73 z 1973-11-10;1973-11-10;dolnośląskie;dzierżoniowski;Łagiewniki;Sienice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29236&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29438;rejestr zabytków;dokładny;Sienice, st. 4;87-27;15;epoka żelaza;osada;Arch/711/73 z 1973-12-08;1973-12-08;dolnośląskie;dzierżoniowski;Łagiewniki;Sienice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29438&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29512;rejestr zabytków;dokładny;Sienice, st. 4;87-27;15;epoka kamienia;osada;Arch/712/73 z 1973-12-08;1973-12-08;dolnośląskie;dzierżoniowski;Łagiewniki;Sienice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29512&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29412;rejestr zabytków;dokładny;Sienice, st. 5;87-27;16;epoka brązu ;stanowisko archeologiczne;Arch/706/73 z 1973-12-08;1973-12-08;dolnośląskie;dzierżoniowski;Łagiewniki;Sienice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29412&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29488;rejestr zabytków;dokładny;Sienice, st. 6;87-27;17;epoka brązu ;stanowisko archeologiczne;Arch/702/73 z 1973-12-08;1973-12-08;dolnośląskie;dzierżoniowski;Łagiewniki;Sienice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29488&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_02_AR.29496;rejestr zabytków;przybliżony;Sienice, st. 7;87-27;18;średniowiecze;osada;Arch/704/73 z 1973-12-08;1973-12-08;dolnośląskie;dzierżoniowski;Łagiewniki;Sienice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_02_AR.29496&rejestr=rejestr-zabytkow
